filename	size_in_bytes	sha256	md5	uncompressed_size_in_bytes	tissue
L1000_LINCS_DCIC_GTEX-OHPL-2426.tsv.gz	125154	0391290c7a573576205987ad59ddf70f0b98141b8ade08b97c232aff339c14cd	eef03e1a211396535ab1260081065fbd	311462	Ovary
L1000_LINCS_DCIC_GTEX-ZDTT-0008.tsv.gz	123700	bf252a38329c7703a6f5ed9b88e4b275784c31dd79c8d0c0dab775acf633a7ff	bc2721215e727a253c3d45ba9b5a7c91	311010	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-QCQG-0008.tsv.gz	123727	52c46903da59a91ddd62a91cfc140bad7c35e11cf8d12b35531e23e766b90f61	d00a9b34d3a512a8e7079183b1d4130f	310713	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-PW2O-0008.tsv.gz	123419	00e2b127595f7fe1c79b1a9f602b69be3a669b3e73bdd67b1590135d3c8e1bbb	3daff29c96e2e8d4be60fb45368f8957	310701	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-XUJ4-1426.tsv.gz	122739	1cc8bd01589ce1c134f627a3d6ef5fa46fe6e6703e38afe5749525600fda6ffa	8a8006dc0fa7c3ad0081d11fdb08a0c9	310835	Lung
L1000_LINCS_DCIC_GTEX-XK95-0426.tsv.gz	123826	b4579f6013cade1ca8d7c9adf4e29c8ae4d20b6da8c3b3858bd6f1ac4a976907	cfe9f26369d936948dee79a7dc44f74b	310733	Adipose - Subcutaneous
L1000_LINCS_DCIC_GTEX-SNMC-1026.tsv.gz	123671	68a24f4c7bcb179da1e9d222e30a159cf368bd27744a5437706a6d8e96050fbf	d3d42b6eaa533bc5b9049aebad6b7343	311451	Testis
L1000_LINCS_DCIC_GTEX-X15G-0926.tsv.gz	123693	aafd0932e7c32682e0fabad2e2038f2b7448238f6c1a49e909d0deeac03a6cfc	f877b152eaf9d62902c2e7e041acf8c1	311325	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-NFK9-0926.tsv.gz	123767	7abb83ef05bdce93a6dbf9eda762deef582e3ed08681c8312430608fe208bb70	7ce73f874783689a968c4aab6e2a5391	311243	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-U3ZN-0006.tsv.gz	123697	646cf00e5637b4817622413ee0a218e40a0f51baf658275a6cc375e8d4ce98d6	960ce9812131551e579927094c19a96c	310085	Whole Blood
L1000_LINCS_DCIC_GTEX-UTHO-0011.tsv.gz	561333	10d6234e2c50d0860cf7ada7a97bba9acc4421b8a799cad3d200dede7576fe75	254eb9891eaccc918d4726c2d78b1715	1638590	Brain - Cerebellar Hemisphere
L1000_LINCS_DCIC_GTEX-OHPK-0526.tsv.gz	124760	26448979521acac6bb6820f5b31b8ba52eb4c5cb5c549bbb78ad5db8898ce8b9	3e341ea03347cc2c9d83a792e184cadb	311484	Lung
L1000_LINCS_DCIC_GTEX-TMMY-0526.tsv.gz	124941	d2e15e0c5b17d3fa6d78d019763df90ef00bc371cd3da90abb36bd5743ebd704	61bdb2988760d407fa99190b7d5ca32f	311178	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-OXRL-0726.tsv.gz	124120	778bb2d3d9f97c04692ffd1775cb9ff98a4ab5f80ee52b261cfe9fb927c3aa00	5d86d7b6365c3274fcf81300cd59d55b	310930	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-Y9LG-0001.tsv.gz	125158	79c1563ef8399dbd688948f7eb59d44d12d1602c98d7e44292472ca7cef8cc8d	08b96c719289e3344be05678e5f1edc1	311256	Cells - EBV-transformed lymphocytes
L1000_LINCS_DCIC_GTEX-RWSA-1326.tsv.gz	124844	e7b1b5b1706671c7647292ecacd35f9c464114820bf7f6710891f6e2d563d2d4	0c67842905939238c16387a57e8522c1	310973	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-V955-0426.tsv.gz	123827	d591e8769b5bf9ddc37e5ee8097b0f4ebb68fff6cd54d8e8975bb33acbd85243	f93e44546d374022f1b1421047561a1d	310627	Thyroid
L1000_LINCS_DCIC_GTEX-WK11-2726.tsv.gz	124003	454d5a7004060666676264a15a9984d5f7bf2f10179b348fc3f2ead3e17f5784	26e128883860e608fb0e2df05bee6bcd	310714	Skin - Not Sun Exposed (Suprapubic)
L1000_LINCS_DCIC_GTEX-Y111-2026.tsv.gz	123006	2f3d94262a73ffafe99288265c6f8f3950790c08e0e2cd0f88344a219810fff8	d59b593445cea4257832f732b38539a5	310704	Breast - Mammary Tissue
L1000_LINCS_DCIC_GTEX-YEC3-0426.tsv.gz	125276	bbe4f39ba9b915313a1c71515fd1b8ef34cca5a87ddc0736ec2f20019c80f244	5f9ea447acf017673f7c95029a397456	311418	Heart - Atrial Appendage
L1000_LINCS_DCIC_GTEX-Y8E4-1026.tsv.gz	123298	a1c00ce35fd4f75a5862eed8e1048c9d9bf69f48e03569ec34539c20c0eb907f	24efb2b840c164fdf8025424134ce4a1	310890	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-S3XE-0226.tsv.gz	123292	1f970ad3cbf8167c6304cf9e9cd315dec2a7882e1d084153bedeb88a4ec64a72	964431455574da94c2a4b71bb89f30b9	311267	Artery - Coronary
L1000_LINCS_DCIC_GTEX-PWOO-0526.tsv.gz	124171	d6798d7dece43508cbcf2a8a350a56c1b004a9a378ce58a6d903b5e3ab227f4b	c9e155c33a8772cdbdc25bf427473c63	311261	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-Q734-0226.tsv.gz	123767	44333569f08a21eb78ee32838f0792ec26adbe78ef6def15d62ced5610655336	9acfe95ebcf457b6d98294ce7ca370a4	311468	Spleen
L1000_LINCS_DCIC_GTEX-T5JW-0226.tsv.gz	123232	b4735e8a4f6d27fc2fa948657fbfaf849f775a65c7e925ecc6e2a5b2b362614a	695fe207e6d6cbc7b800d499398e0c5a	311211	Pancreas
L1000_LINCS_DCIC_GTEX-XQ3S-1026.tsv.gz	123446	247802cd2c5c43c31c9d748e25e15783d550ebf3542165f92d0f5c0f5585f0df	65480f8fe55a742292beb1fdf24f2628	310578	Esophagus - Gastroesophageal Junction
L1000_LINCS_DCIC_GTEX-X638-0005.tsv.gz	122634	eeb523295c5be4be1e7c4b4d469734228a2019f6a576b4586330c569c2514f6b	d0c7c32157c7a6b4cdb943628053902d	311286	Whole Blood
L1000_LINCS_DCIC_GTEX-PWN1-2026.tsv.gz	123357	e8c7d7967dc26e65d4d971a6ac6204cdd7b03d68c7342ef5128592846667a26d	a641b238780916981753db7d9218657e	310787	Uterus
L1000_LINCS_DCIC_GTEX-ZVT3-0011.tsv.gz	274635	09447267106ef39b9cfd8bdd671a52f458b784b309448c90e9b51391cf1778dd	bd4bffdd04dfe512447fc262d1ca0b3e	754811	Brain - Anterior cingulate cortex (BA24)
L1000_LINCS_DCIC_GTEX-QESD-0826.tsv.gz	123312	6a891f7337a6f206df2031874dff402dc41c27bc0673bc5a9ff7a78c682cd2ac	7fc4bd4b4590e2bc134f968a5a8c615f	311002	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-Q2AG-0926.tsv.gz	123267	42f0e58006cca6b68d7da28865bd157009720442173df35198c035b8fd32f015	19441d8dc3596f6edf1eeae95c2e3140	311051	Artery - Aorta
L1000_LINCS_DCIC_GTEX-ZTSS-0005.tsv.gz	125607	993700f1ec174d32830531e4ace0a1e60587b73fc336c3283ee0bc4678bcf05c	589cba37644e029a7afed2a323ede98b	311521	Whole Blood
L1000_LINCS_DCIC_GTEX-XOTO-0826.tsv.gz	123255	44634840fe8e20a3dc17928351d678373478583506a032b115bf3ecb43d201d8	0d6309a88c18f8afd417770bda7cdc97	310902	Liver
L1000_LINCS_DCIC_GTEX-TKQ2-0426.tsv.gz	124910	a87f7b76cfd941b5eea6ef40110b43d9702e76366c5747a37731f944b7f865ca	4a7aeded163f5d6cc7dc2605e03fd604	311579	Pancreas
L1000_LINCS_DCIC_GTEX-ZE7O-2626.tsv.gz	124836	75c33e9a25528ad9924faa83a8fd70ae850ee3a8f7cfe6af77c66255f3d9b53d	f3a886c457d7d78fddd840dc09ac43b2	311063	Colon - Sigmoid
L1000_LINCS_DCIC_GTEX-XQ8I-0326.tsv.gz	123348	67b61f1321aaa65db11a8b8e4b1091c0e5f992ba90734235d04a58b959506177	c3406e8b4d43f7717854566d6c686e29	310887	Artery - Coronary
L1000_LINCS_DCIC_GTEX-WVJS-0126.tsv.gz	123796	2fde36e261c135052df45f3010785d1800bb8b7269c71779a760aa6da96da12f	15832e1dc149478e8c73148bfeed07c7	311238	Skin - Sun Exposed (Lower leg)
L1000_LINCS_DCIC_GTEX-ZLWG-1226.tsv.gz	124035	df17eab1cc314ed735d649652fb0fce251cc728b4bedb1e664bd2e95b08ec9a3	81daf441406878042af90e38e286495f	311013	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-VUSG-0726.tsv.gz	124480	bae5c5e0f8c0e45816080fcb963744915c012717d9cee20f5856feca0a586986	c35d637ea45a969f50106e759f8ef331	311336	Heart - Atrial Appendage
L1000_LINCS_DCIC_GTEX-PX3G-1026.tsv.gz	123645	2146304b8fdcff182f3564439cd0fe2ab6824fe67d3b2eb45c4eb54c522e4321	04fef0328a176c342f9ebbfbfa636a43	311129	Pancreas
L1000_LINCS_DCIC_GTEX-RVPV-0008.tsv.gz	123879	ebebf4eb6e72cc63d561b3c417d3c9d62b3605c5fd0422a67892f150ec824772	5af2a1d979718182dca6e3a069088caa	310821	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-S341-1526.tsv.gz	123362	ea96e1547496acfbfe21f9292922193071cf8341ba9e6cfe39b2d708c2aa0329	f7da054beb6436b161c8bddd0bcc9a62	311223	Breast - Mammary Tissue
L1000_LINCS_DCIC_GTEX-ZPIC-0008.tsv.gz	123313	2b71cbd3cbc2bff6488e33c808a9bee727de9f878fc89004f980e22bea6cb04f	250153c33d3e6d7193be05675f190ae1	310788	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-WOFM-0326.tsv.gz	123301	a760ef7afab842ed7518c2205f88418bd2b23eceb0a643cbeb0a7a6d2443853e	95a7246ac937af3de0491d64a68b05de	311298	Prostate
L1000_LINCS_DCIC_GTEX-Y5V6-0226.tsv.gz	122940	d00eb4bf6e755b52dd291d250a2be5a70b63a28eef01f951272f65f91abf7194	a5acbfe63d695384e535bb3853b72dcb	310989	Lung
L1000_LINCS_DCIC_GTEX-X4LF-0326.tsv.gz	123506	f2cd72e45cdcac8ee2fa5e41cf3abc31bbe7c93d4365717f119d10c4fddb6d0c	14793f55d217f394e3b6f70ef396b6fa	311324	Pancreas
L1000_LINCS_DCIC_GTEX-XXEK-2026.tsv.gz	124813	4bac591c03bd12b60c4fcbf5759b3bcae79fd8208d8964364bb0997ebc120ea2	9a3c4e940fe37e05dd51810f68e1316b	311302	Heart - Atrial Appendage
L1000_LINCS_DCIC_GTEX-SNOS-1726.tsv.gz	124036	548431424b0002480ed49cce79bbf185a977f4b0c980415961533e389c084555	ed9b12cc1032d05f8e6b3dd85ca26321	310924	Artery - Tibial
L1000_LINCS_DCIC_GTEX-ZLFU-2126.tsv.gz	123146	4f2517a5731f12b8502976e8df355879a436057a5b6f7faffd048fbc30d6ce04	bd92baafb69488334fb1be4414201072	310829	Breast - Mammary Tissue
L1000_LINCS_DCIC_GTEX-S32W-1026.tsv.gz	123447	e7c699b6423c1768122858f225c502adda681f549f7100d18946375bbf74cbd2	da8fac606c4ed7b78d3906081f84e793	310945	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-YEC4-2526.tsv.gz	123685	37002bbae89767b9d9e052546bde3e2ba20871a6a10a55be053dd60ab38fe308	0d4caced37cbc16e991769895cb41043	311087	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-QDVN-0926.tsv.gz	124304	6ef893e645ea243ecdd08b4dd5a30b600d0334073d6a36b4a859db086e56b0c6	dd0e8cbce056f5279f8cc8bb3cc34e1e	311341	Pancreas
L1000_LINCS_DCIC_GTEX-XMD3-0006.tsv.gz	123192	2cf239fb5f063c9d7974ae165968bee5174d3eed2eb42f57db382af8cdb1f404	13407fc7b42648473979f6875d2b6b3c	311136	Whole Blood
L1000_LINCS_DCIC_GTEX-TML8-1926.tsv.gz	124180	374b755b40d459c4bd409daacd1b736af1a70196087ab00b7ae0e4c1d44fa66f	c1d626b50e3d96d2c8e0b877de602b2b	310623	Skin - Sun Exposed (Lower leg)
L1000_LINCS_DCIC_GTEX-WEY5-2226.tsv.gz	123390	4f738eb440460f3e06a44061a2f9f4066620e03b094958108d9013d660678ea2	acfbbd889ae4b64b6fe165d05a03af96	310717	Nerve - Tibial
L1000_LINCS_DCIC_GTEX-X3Y1-1226.tsv.gz	123619	cfb6036938d76013a519c235e9755e4f2fc3879d381feace21ccbb5f2adacadc	43fedfb5146c8ad897c96e0602c3c9b4	311103	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-XBEW-0008.tsv.gz	123532	c813c97f28f8682715dd54dd14272da91114a13e00c5d0c86e17811e008e4079	c5cc71c163b245447ca788ba2a244c2f	311071	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-XMD2-0006.tsv.gz	122815	8f67e238106f1b4724a970c4c162410f39e4df5bff4e807ca0a6127bf2a974b4	c601e2f137ced38ed809027c25960d5e	311272	Whole Blood
L1000_LINCS_DCIC_GTEX-WHWD-0426.tsv.gz	123247	4350f6f189480b15a2beaaf8cbf1f89671778bc82b040954914d680caf15082d	5cf88fbc62ff230f81d08eacc0ae3fad	311214	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-PLZ5-0926.tsv.gz	123900	0007a91285295a46378b959d3bd1b3ee2ba750aca3361a2f2220ddccaeecd8ee	83114c39fb09fe810d61e2a534eb91b9	311348	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-ZC5H-0008.tsv.gz	123551	9df2115486563a182792755867f66bb29136541d9abf25f46d4f47ecbe16a7b5	9d30be5f5a8ce93f48861c6acf28fd5f	310909	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-OOBK-0726.tsv.gz	124289	f7045b678525c1e09dc64bfb264da776128df1540e40f4c5ee7c01c9652c9467	7ec929efc39254dc973e7966753c3d2a	310988	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-T6MO-0826.tsv.gz	123638	d6c61a9dfc07114cb75db27a9c05819e87b699ff2da44093ee12640bc30f26cf	be89430e85ff4bcb134b32d97c847a5b	310856	Colon - Transverse
L1000_LINCS_DCIC_GTEX-NL4W-0011.tsv.gz	629623	f896152a15ffb07a1a9a6f86e0ce3a390c28971306a0dbb94e9bc9bb98f01e4c	fedc038098c1fd43bb6e97d66bbe9a80	1861111	Brain - Frontal Cortex (BA9)
L1000_LINCS_DCIC_GTEX-Q2AH-0126.tsv.gz	123249	86617b7c4ca8ff5ed7d13a56c2cfd2772166f5f462e69d7d62ea963ebca22164	05edd5ef16e18f3b63e717a4efecc8e8	311456	Adrenal Gland
L1000_LINCS_DCIC_GTEX-SSA3-0002.tsv.gz	124467	332629d3a3347dc40662d11aaa9a4e36dbbcd20e409917038a1e46ee8cd2d13c	0835f6bd6a26ce053ebeceb8903dbecd	310664	Cells - EBV-transformed lymphocytes
L1000_LINCS_DCIC_GTEX-S7PM-0011.tsv.gz	199840	832b58de3368739ac2d2821bb7fd129cfc8367d605e859e3c966aeed39b34bf5	7b2093a10d1fbf60b32e72f1526c6130	532580	Brain - Caudate (basal ganglia)
L1000_LINCS_DCIC_GTEX-PLZ4-0926.tsv.gz	123152	e05b83fff16207c992d5735f17896a3733f8030ade8b00ba438f285a00a15b8b	de5a918672232e793dfada47551ffc97	310598	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-Y3IK-0226.tsv.gz	123364	980bd1d1a9d5851dbfedef5d4356cf92c530ce2d866f8ab4c23176404e8f9565	9aacd890a85cea0f7d40407ea082d3d9	311156	Adrenal Gland
L1000_LINCS_DCIC_GTEX-T6MN-0826.tsv.gz	124148	1310a44853566d2b1addf5582e97ab032a31db31397401ba00063c79c5694573	6361162a697a821436182d862d56f7b4	311150	Lung
L1000_LINCS_DCIC_GTEX-VJWN-0005.tsv.gz	123566	3e6ce50caec1330f916df0a30b8eeeab1c75b70463294044f5d0fedefb6399a5	c1ee6727fe6ef470454348ccd71b7cfd	310475	Whole Blood
L1000_LINCS_DCIC_GTEX-WFON-1126.tsv.gz	123744	94506f615bca0f3adeffb777a86d3573cf30d0ef3561e29e2680f4475caa19c7	ff2217be4f587687ad0e932a00c552ec	311258	Stomach
L1000_LINCS_DCIC_GTEX-UPK5-0326.tsv.gz	123965	26e0e8b6ef6f2f4e8c46c77410863d62e07cac6ee6f301724a0eca56d750140c	ab1da72393baf6a74b22edad867bd0c6	311341	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-VJYA-0826.tsv.gz	123728	884bab66471157a98be75c8cb681af4f48867b27ed97d472394a97b7531ea18e	d126a3ec5ba9ac46606507a1c5f3bcc8	311629	Pancreas
L1000_LINCS_DCIC_GTEX-XBED-0526.tsv.gz	123584	27f3beb4b52dbc7cedd004d4c62f4c148d70b18ab0f28edfbdf2d5db6729b4da	7e9b905d78fd946d215cf346090ae006	311101	Heart - Left Ventricle
L1000_LINCS_DCIC_GTEX-PLZ6-0008.tsv.gz	123858	881ef768cf412618c9631bdea5679fd3e1c082ca0b8e085727b24b986be77472	9360cd8a14808f52619e2e6385ba99d2	311194	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-Y9LG-1726.tsv.gz	125807	fa367d9d802e8da52bc09f8f7ac3e42961c4d79204b14091e0759622e03812a1	27414c486f911d7963a9e0301637863f	311349	Testis
L1000_LINCS_DCIC_GTEX-NFK9-1026.tsv.gz	123705	25d2542f702d7a2c90bf4cd90203452b73c07004e2ef172dd5e1f40481bf1a2b	700d6e75da406ced22e3737d364e1be7	311146	Lung
L1000_LINCS_DCIC_GTEX-SIU8-0426.tsv.gz	123506	0e8f2688760ec6dc28a5ba458828e86997e0c8b2234be89a257763e3d55be9dc	80d14115ce2e51d77cdddd89353c382a	310748	Artery - Tibial
L1000_LINCS_DCIC_GTEX-X15G-1026.tsv.gz	123222	b9e4c3f914f5d6d418930ac11ad49b64b99c5828c62901070a1dab3ea524de38	a75643b032f493de8b2370ec5874c514	311086	Esophagus - Gastroesophageal Junction
L1000_LINCS_DCIC_GTEX-SNMC-0926.tsv.gz	122826	fa1dfc8c3c18671b433a00e85dfe39061a65e78f05d085a1d912ff5d336ae24a	3cb304746fe36629c37664454bb53ba5	310805	Prostate
L1000_LINCS_DCIC_GTEX-XXEK-0426.tsv.gz	122997	6690762aeaf42878d4830ceee92c0e2582a4f1208cefb38c019d79eb2833254b	9ec70c8a1a16fe08b9ff91bba01e9885	311074	Esophagus - Muscularis
L1000_LINCS_DCIC_GTEX-PSDG-0526.tsv.gz	124003	2c70f86ce6a0e24f4bf49a32c27f382f44547be281f72350ac7838867baf7bdc	cfe8ca39d5dcb377912f8c9327923265	310600	Artery - Tibial
L1000_LINCS_DCIC_GTEX-S4Z8-0326.tsv.gz	125381	958bfd348bfd15b4d76363a9434336a4dad1494522f818d47086fcf91bab98af	9b289605bde0456c23df1f7ca9d638bd	311143	Thyroid
L1000_LINCS_DCIC_GTEX-S7SF-1926.tsv.gz	124811	b093e0ba2af1e1e8b322d184fcec1929995b25bf7b2494ca75925e0ec7ed98e5	5c5119f3774bf5114a9bc18c6de4cfb0	311415	Colon - Transverse
L1000_LINCS_DCIC_GTEX-VUSG-2326.tsv.gz	123544	c693e09329ace032300e0af39403b02d060f38cc7dd322632229abc4da5794bb	0c05c278b31e53e8c244bf1b179fb7c7	310819	Skin - Not Sun Exposed (Suprapubic)
L1000_LINCS_DCIC_GTEX-YECK-0326.tsv.gz	124110	7f0910002139ae2d383914c9c538edf13ceefcc2f3f663a1d9256014a4137f23	5d34971c04e4fb23559528f095ff8125	310838	Skin - Not Sun Exposed (Suprapubic)
L1000_LINCS_DCIC_GTEX-U4B1-1626.tsv.gz	123379	a599de2c3dbe404a4f723398f4fa2d5f712920aa5905d282e23bd56b9064846f	1d53b6e8c62efb8fc806e523d75a91ef	310415	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-UJMC-0326.tsv.gz	124698	8c88c58a6a7c6ad011bfb1f4d3c0a1f7e274d629b116556aa1cfa35f681698ce	9699d63c191dc40760147926bf3e57d7	311046	Thyroid
L1000_LINCS_DCIC_GTEX-RM2N-0726.tsv.gz	123680	a5eb0fd0b04700be6037b2a9bf92907a75108fad44011e2098602c49cc41c38f	b5391f825caa97532937070c3e4d7ef9	311273	Esophagus - Mucosa
L1000_LINCS_DCIC_GTEX-WRHU-0008.tsv.gz	123998	860356db6f555c4c53d3c4979a3a2af7589335b44fe2db086502f3b0ba1c4102	ac2266aedc179087cbc9b47073f35211	310968	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-Y111-0426.tsv.gz	125312	891a1750d0f82d503bf413032d51429266265be3d2205b3196ba94985f9a77f4	2f677bc898684933d8b3dc01c29e1cf0	311096	Artery - Tibial
L1000_LINCS_DCIC_GTEX-TKQ1-1226.tsv.gz	124316	3444c728cf9ad6cb22cf9ee26f00d7fbd0ee2d32a9c17d31fe6233fc16e34249	14a891ea1f9d54ca7aded7e1623dc1d7	310890	Artery - Tibial
L1000_LINCS_DCIC_GTEX-QEG4-1826.tsv.gz	123443	93f7e6214227e3d898063a99eee2fe1cda029dd0c0c64c2faed31edbc8b048e2	3eb0c8bc43fdcd4323c9d342a23eb19e	310407	Liver
L1000_LINCS_DCIC_GTEX-WFG7-0326.tsv.gz	124184	bf2ba3764ba0ab962bdfde80cb16c82dc3173eec74635779123ac4e2aeb28cf8	e550f89923383b2eab58a0351131dc10	310546	Thyroid
L1000_LINCS_DCIC_GTEX-QDT8-3026.tsv.gz	124581	961cfbbc547d4a392081ba200ead3a3995bfaccbd682195f28cfff73aaaec6df	3f704cb3711d7bf022006445361dff68	311100	Brain - Cerebellum
L1000_LINCS_DCIC_GTEX-Y114-1726.tsv.gz	123506	6a593ed97e4e48c8865c57b57c467af716870a564533848258dc81333a8f51e4	bb1259153f4c3a7586880e1a29a7f20a	311041	Ovary
L1000_LINCS_DCIC_GTEX-QEG5-1826.tsv.gz	124120	49adfd143aef4d763005207ef2669fda5e36ca56f82eeec5787a5c61f6bea1ea	ad10f17ddb8e3f58e635af4058ca577b	311020	Adrenal Gland
L1000_LINCS_DCIC_GTEX-ZTTD-0008.tsv.gz	123426	71d0f0610d65df80e53518fc5bb5cf61a581d0c5f2cd81f037fbfafad3e42b7f	c09452f3964c68aed6c18500b61a1dd8	311098	Cells - Transformed fibroblasts
L1000_LINCS_DCIC_GTEX-YJ89-0226.tsv.gz	124416	3c4f3ce3cc85e4accbf0b07083dc3ee1cd097b1010a0c23baa24d4a22d3cce8e	720828180ea1709197e732d09559682a	310897	Adipose - Subcutaneous
L1000_LINCS_DCIC_GTEX-XPT6-0226.tsv.gz	123119	528dd5615547ab30d3c9c63698cfe424a35ad8783bd5c7c78f064e1a95999c95	4307757bbde89495afd28f75e82069c1	310712	Heart - Atrial Appendage
L1000_LINCS_DCIC_GTEX-RWS6-2126.tsv.gz	123961	c5e85eeb749fc95b21482c1d7447491d3409675c6c3f5f4a8cc2219e6e68fbce	6dc897463ab257cb9c8ed4ddb17a0c5a	310510	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-Y3IK-2626.tsv.gz	122507	94ec8391535c8197990704e55ad3b7eec7be14dd5a176754c00c532d0483f00a	bc0f67786cf8037ff27e416710ebffe8	310228	Muscle - Skeletal
L1000_LINCS_DCIC_GTEX-U3ZN-0826.tsv.gz	125581	15ac054050b017cdba0111b1f1af029555e1d9be4991b2e0a7321030412da750	257da656108303035777984528ff41f0	311248	Adrenal Gland
